,avg_exo_card,tw,exo_dag,avg_indegree,dag,num_exo_vars,exo_cc,endo_dag,exo_tw,endo_tw,endo_cc,avg_endo_indegree,datasize_obs,max_exo_card,markovianity,ratio,num_vars,num_endo_vars,max_indegree
0,4.333333333333333,3.0,([0  1  2  3  4  5  6]  [(5 0)  (1 2)  (1 3)  (6 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(2 0)  (5 0)  (1 2)  (0 3)  (1 3)  (2 3)  (0 4)  (6 4)]),3,[5][1][6],([0  2  3  4]  [(2 0)  (0 3)  (2 3)  (0 4)]),1,2.0,[0][2 3][4],1.0,1000,5,1,0.9971129554710366,7,4,4
0,4.0,2.0,([0  1  2  3  4  5  6]  [(5 0)  (2 1)  (6 3)  (2 4)]),1.0,([0  1  2  3  4  5  6]  [(3 0)  (5 0)  (2 1)  (1 3)  (6 3)  (1 4)  (2 4)]),3,[5][2][6],([0  1  3  4]  [(3 0)  (1 3)  (1 4)]),1,1.0,[0][1 4][3],0.75,1000,4,1,0.999485603458842,7,4,3
0,5.0,2.0,([0  1  2  3  4]  [(3 0)  (3 1)  (4 2)]),1.0,([0  1  2  3  4]  [(2 0)  (3 0)  (3 1)  (1 2)  (4 2)]),2,[3][4],([0  1  2]  [(2 0)  (1 2)]),1,1.0,[0 1][2],0.6666666666666666,1000,6,1,0.9979243381328204,5,3,3
0,6.4,,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (2 1)  (8 3)  (9 4)  (2 5)  (10 6)]),1.0909090909090908,([0  1  2  3  4  5  6  7  8  9  10]  [(4 0)  (5 0)  (7 0)  (2 1)  (6 3)  (8 3)  (6 4)  (9 4)  (1 5)  (2 5)  (1 6)  (10 6)]),5,[7][2][8][9][10],([0  1  3  4  5  6]  [(4 0)  (5 0)  (6 3)  (6 4)  (1 5)  (1 6)]),1,,[0][1 5][3][4][6],1.0,1000,16,1,0.995778791692665,11,6,4
0,6.75,3.0,([0  1  2  3  4  5  6  7  8]  [(7 0)  (8 2)  (5 3)  (1 4)  (5 6)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(4 0)  (7 0)  (0 2)  (4 2)  (8 2)  (5 3)  (1 4)  (3 4)  (3 6)  (5 6)]),4,[7][1][8][5],([0  2  3  4  6]  [(4 0)  (0 2)  (4 2)  (3 4)  (3 6)]),1,2.0,[0][4][2][3 6],1.0,1000,16,1,0.99797527691482,9,5,4
0,6.0,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(6 1)  (8 2)  (0 3)  (9 4)  (6 5)  (10 7)]),1.0909090909090908,([0  1  2  3  4  5  6  7  8  9  10]  [(5 1)  (6 1)  (7 2)  (8 2)  (0 3)  (7 3)  (3 4)  (5 4)  (9 4)  (6 5)  (5 7)  (10 7)]),5,[0][6][8][9][10],([1  2  3  4  5  7]  [(5 1)  (7 2)  (7 3)  (3 4)  (5 4)  (5 7)]),1,2.0,[3][1 5][2][4][7],1.0,1000,16,1,0.9964926560987082,11,6,4
0,9.6,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (6 1)  (6 2)  (8 3)  (9 4)  (10 5)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (2 0)  (7 0)  (2 1)  (4 1)  (6 1)  (6 2)  (0 3)  (2 3)  (8 3)  (2 4)  (9 4)  (1 5)  (10 5)]),5,[7][6][8][9][10],([0  1  2  3  4  5]  [(1 0)  (2 0)  (2 1)  (4 1)  (0 3)  (2 3)  (2 4)  (1 5)]),1,2.0,[0][1 2][3][4][5],1.3333333333333333,1000,16,1,0.99633589908082,11,6,5
0,20.666666666666668,,([0  1  2  3  4  5  6  7]  [(0 1)  (5 2)  (5 3)  (0 4)  (7 6)]),1.375,([0  1  2  3  4  5  6  7]  [(0 1)  (2 1)  (4 2)  (5 2)  (1 3)  (2 3)  (5 3)  (0 4)  (1 6)  (2 6)  (7 6)]),3,[0][5][7],([1  2  3  4  6]  [(2 1)  (4 2)  (1 3)  (2 3)  (1 6)  (2 6)]),1,2.0,[1 4][2 3][6],1.2,3000,40,1,0.9841647832681084,8,5,5
0,5.333333333333333,3.0,([0  1  2  3  4  5  6]  [(5 0)  (2 1)  (2 3)  (6 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(1 0)  (5 0)  (2 1)  (1 3)  (2 3)  (4 3)  (0 4)  (6 4)]),3,[5][2][6],([0  1  3  4]  [(1 0)  (1 3)  (4 3)  (0 4)]),1,2.0,[0][1 3][4],1.0,1000,8,1,0.9979824268468486,7,4,3
0,9.666666666666666,3.0,([0  1  2  3  4  5  6  7]  [(1 0)  (7 2)  (4 3)  (1 5)  (4 6)]),1.25,([0  1  2  3  4  5  6  7]  [(1 0)  (5 2)  (6 2)  (7 2)  (4 3)  (5 3)  (6 3)  (1 5)  (6 5)  (4 6)]),3,[1][7][4],([0  2  3  5  6]  [(5 2)  (6 2)  (5 3)  (6 3)  (6 5)]),1,2.0,[0 5][2][3 6],1.0,1500,16,1,0.995638797636538,8,5,4
0,8.0,,([0  1  2  3  4  5  6  7  8  9  10]  [(0 1)  (7 2)  (8 3)  (0 4)  (9 5)  (10 6)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(0 1)  (1 2)  (7 2)  (5 3)  (6 3)  (8 3)  (0 4)  (3 4)  (1 5)  (9 5)  (1 6)  (2 6)  (10 6)]),5,[0][7][8][9][10],([1  2  3  4  5  6]  [(1 2)  (5 3)  (6 3)  (3 4)  (1 5)  (1 6)  (2 6)]),1,2.0,[1 4][2][3][5][6],1.1666666666666667,2500,16,1,0.9871270597747324,11,6,4
0,14.0,3.0,([0  1  2  3  4  5  6]  [(3 1)  (6 2)  (0 4)  (0 5)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(3 1)  (4 2)  (6 2)  (0 4)  (1 4)  (0 5)  (1 5)  (2 5)]),3,[0][3][6],([1  2  4  5]  [(4 2)  (1 4)  (1 5)  (2 5)]),1,2.0,[4 5][1][2],1.0,1500,36,1,0.9961858816337372,7,4,3
0,5.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (3 1)  (3 2)  (7 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(4 0)  (6 0)  (3 1)  (0 2)  (1 2)  (3 2)  (1 4)  (7 4)  (4 5)  (8 5)]),4,[6][3][7][8],([0  1  2  4  5]  [(4 0)  (0 2)  (1 2)  (1 4)  (4 5)]),1,2.0,[0][1 2][4][5],1.0,1000,8,1,0.9975145744299466,9,5,4
0,9.6,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (6 1)  (6 2)  (8 3)  (9 4)  (10 5)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (2 0)  (7 0)  (2 1)  (4 1)  (6 1)  (6 2)  (0 3)  (2 3)  (8 3)  (2 4)  (9 4)  (1 5)  (10 5)]),5,[7][6][8][9][10],([0  1  2  3  4  5]  [(1 0)  (2 0)  (2 1)  (4 1)  (0 3)  (2 3)  (2 4)  (1 5)]),1,2.0,[0][1 2][3][4][5],1.3333333333333333,1000,16,1,0.99633589908082,11,6,5
0,4.0,3.0,([0  1  2  3  4]  [(0 2)  (1 3)  (1 4)]),1.0,([0  1  2  3  4]  [(0 2)  (1 3)  (2 3)  (4 3)  (1 4)]),2,[0][1],([2  3  4]  [(2 3)  (4 3)]),1,2.0,[2][3 4],0.6666666666666666,2000,6,1,0.985654161720662,5,3,3
0,12.0,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (8 1)  (6 2)  (6 3)  (9 4)  (10 5)]),1.3636363636363635,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (4 0)  (7 0)  (3 1)  (4 1)  (8 1)  (3 2)  (4 2)  (6 2)  (6 3)  (3 4)  (9 4)  (1 5)  (4 5)  (10 5)]),5,[7][8][6][9][10],([0  1  2  3  4  5]  [(1 0)  (4 0)  (3 1)  (4 1)  (3 2)  (4 2)  (3 4)  (1 5)  (4 5)]),1,2.0,[0][1][2 3][4][5],1.5,1000,16,1,0.9842001127111132,11,6,6
0,10.0,2.0,([0  1  2  3  4  5]  [(4 0)  (4 2)  (1 3)  (1 5)]),1.1666666666666667,([0  1  2  3  4  5]  [(2 0)  (4 0)  (3 2)  (4 2)  (1 3)  (1 5)  (2 5)]),2,[4][1],([0  2  3  5]  [(2 0)  (3 2)  (2 5)]),1,1.0,[0 2][3 5],0.75,1000,12,1,0.9874602950717772,6,4,4
0,8.0,3.0,([0  1  2  3  4  5  6]  [(5 0)  (3 1)  (3 2)  (6 4)]),1.0,([0  1  2  3  4  5  6]  [(1 0)  (5 0)  (3 1)  (3 2)  (1 4)  (2 4)  (6 4)]),3,[5][3][6],([0  1  2  4]  [(1 0)  (1 4)  (2 4)]),1,2.0,[0][1 2][4],0.75,1000,16,1,0.9851995280928074,7,4,3
0,8.0,3.0,([0  1  2  3  4  5  6  7  8  9]  [(0 1)  (8 2)  (4 3)  (9 5)  (4 6)  (0 7)]),1.2,([0  1  2  3  4  5  6  7  8  9]  [(0 1)  (7 1)  (3 2)  (8 2)  (4 3)  (3 5)  (6 5)  (9 5)  (1 6)  (3 6)  (4 6)  (0 7)]),4,[0][8][4][9],([1  2  3  5  6  7]  [(7 1)  (3 2)  (3 5)  (6 5)  (1 6)  (3 6)]),1,2.0,[1 7][2][3 6][5],1.0,1500,16,1,0.9951947161509374,10,6,4
0,5.0,2.0,([0  1  2  3  4]  [(3 0)  (3 1)  (4 2)]),0.8,([0  1  2  3  4]  [(3 0)  (2 1)  (3 1)  (4 2)]),2,[3][4],([0  1  2]  [(2 1)]),1,1.0,[0 1][2],0.3333333333333333,1000,8,1,0.9922412596434866,5,3,2
0,9.666666666666666,3.0,([0  1  2  3  4  5  6  7]  [(1 0)  (7 2)  (4 3)  (1 5)  (4 6)]),1.25,([0  1  2  3  4  5  6  7]  [(1 0)  (5 2)  (6 2)  (7 2)  (4 3)  (5 3)  (6 3)  (1 5)  (6 5)  (4 6)]),3,[1][7][4],([0  2  3  5  6]  [(5 2)  (6 2)  (5 3)  (6 3)  (6 5)]),1,2.0,[0 5][2][3 6],1.0,1500,16,1,0.995638797636538,8,5,4
0,9.6,,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (7 2)  (8 3)  (1 4)  (9 5)  (10 6)]),1.3636363636363635,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (0 2)  (6 2)  (7 2)  (0 3)  (4 3)  (8 3)  (0 4)  (1 4)  (2 5)  (3 5)  (9 5)  (0 6)  (4 6)  (10 6)]),5,[1][7][8][9][10],([0  2  3  4  5  6]  [(0 2)  (6 2)  (0 3)  (4 3)  (0 4)  (2 5)  (3 5)  (0 6)  (4 6)]),1,,[0 4][2][3][5][6],1.5,1500,16,1,0.9854922077430848,11,6,5
0,5.333333333333333,3.0,([0  1  2  3  4  5  6]  [(5 0)  (6 1)  (3 2)  (3 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(1 0)  (5 0)  (2 1)  (4 1)  (6 1)  (3 2)  (2 4)  (3 4)]),3,[5][6][3],([0  1  2  4]  [(1 0)  (2 1)  (4 1)  (2 4)]),1,2.0,[0][1][2 4],1.0,1000,8,1,0.9991521404257724,7,4,4
0,4.0,2.0,([0  1  2  3  4  5  6]  [(0 1)  (5 2)  (6 3)  (0 4)]),0.8571428571428571,([0  1  2  3  4  5  6]  [(0 1)  (3 2)  (5 2)  (4 3)  (6 3)  (0 4)]),3,[0][5][6],([1  2  3  4]  [(3 2)  (4 3)]),1,1.0,[1 4][2][3],0.5,1000,4,1,0.9996834373230185,7,4,3
0,8.5,3.0,([0  1  2  3  4  5  6  7  8  9]  [(7 1)  (9 3)  (0 4)  (2 5)  (2 6)  (0 8)]),1.1,([0  1  2  3  4  5  6  7  8  9]  [(5 1)  (7 1)  (4 3)  (8 3)  (9 3)  (0 4)  (2 5)  (6 5)  (2 6)  (4 6)  (0 8)]),4,[0][7][2][9],([1  3  4  5  6  8]  [(5 1)  (4 3)  (8 3)  (6 5)  (4 6)]),1,2.0,[4 8][1][5 6][3],0.8333333333333334,1000,16,1,0.9884864757055024,10,6,3
0,6.0,4.0,([0  1  2  3  4  5  6  7  8]  [(3 0)  (3 1)  (6 2)  (7 4)  (8 5)]),1.3333333333333333,([0  1  2  3  4  5  6  7  8]  [(3 0)  (2 1)  (3 1)  (0 2)  (6 2)  (0 4)  (5 4)  (7 4)  (0 5)  (1 5)  (2 5)  (8 5)]),4,[3][6][7][8],([0  1  2  4  5]  [(2 1)  (0 2)  (0 4)  (5 4)  (0 5)  (1 5)  (2 5)]),1,3.0,[0 1][2][4][5],1.4,2000,8,1,0.9837094445635914,9,5,5
0,9.6,,([0  1  2  3  4  5  6  7  8  9  10]  [(6 0)  (6 1)  (7 2)  (8 3)  (9 4)  (10 5)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(6 0)  (2 1)  (6 1)  (0 2)  (7 2)  (1 3)  (2 3)  (8 3)  (0 4)  (3 4)  (9 4)  (3 5)  (10 5)]),5,[6][7][8][9][10],([0  1  2  3  4  5]  [(2 1)  (0 2)  (1 3)  (2 3)  (0 4)  (3 4)  (3 5)]),1,2.0,[0 1][2][3][4][5],1.1666666666666667,1000,16,1,0.9803026804249078,11,6,5
0,7.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (7 1)  (2 3)  (2 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(1 0)  (6 0)  (3 1)  (5 1)  (7 1)  (2 3)  (2 4)  (3 4)  (3 5)  (8 5)]),4,[6][7][2][8],([0  1  3  4  5]  [(1 0)  (3 1)  (5 1)  (3 4)  (3 5)]),1,2.0,[0][1][3 4][5],1.0,1000,16,1,0.9956140465883738,9,5,4
0,21.2,4.0,([0  1  2  3  4  5  6  7  8  9  10]  [(8 2)  (9 3)  (1 4)  (0 5)  (0 6)  (10 7)]),1.3636363636363635,([0  1  2  3  4  5  6  7  8  9  10]  [(4 2)  (8 2)  (5 3)  (6 3)  (9 3)  (1 4)  (0 5)  (2 5)  (0 6)  (4 6)  (5 6)  (3 7)  (4 7)  (6 7)  (10 7)]),5,[0][1][8][9][10],([2  3  4  5  6  7]  [(4 2)  (5 3)  (6 3)  (2 5)  (4 6)  (5 6)  (3 7)  (4 7)  (6 7)]),1,3.0,[5 6][4][2][3][7],1.5,1000,64,1,0.9745769313456344,11,6,5
0,2.5,2.0,([0  1  2  3  4]  [(3 1)  (3 2)  (0 4)]),1.0,([0  1  2  3  4]  [(3 1)  (1 2)  (3 2)  (0 4)  (1 4)]),2,[0][3],([1  2  4]  [(1 2)  (1 4)]),1,1.0,[4][1 2],0.6666666666666666,1000,3,1,0.9980250155607904,5,3,3
0,6.75,3.0,([0  1  2  3  4  5  6  7  8]  [(8 0)  (7 2)  (6 3)  (7 4)  (1 5)]),1.0,([0  1  2  3  4  5  6  7  8]  [(3 0)  (4 0)  (8 0)  (7 2)  (6 3)  (5 4)  (7 4)  (1 5)  (3 5)]),4,[8][1][7][6],([0  2  3  4  5]  [(3 0)  (4 0)  (5 4)  (3 5)]),1,2.0,[0][5][2 4][3],0.8,3000,16,1,0.9943383749758714,9,5,3
0,6.75,3.0,([0  1  2  3  4  5  6  7  8]  [(7 0)  (8 2)  (5 3)  (1 4)  (5 6)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(4 0)  (7 0)  (0 2)  (4 2)  (8 2)  (5 3)  (1 4)  (3 4)  (3 6)  (5 6)]),4,[7][1][8][5],([0  2  3  4  6]  [(4 0)  (0 2)  (4 2)  (3 4)  (3 6)]),1,2.0,[0][4][2][3 6],1.0,1000,16,1,0.99797527691482,9,5,4
0,8.666666666666666,3.0,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(8 0)  (9 1)  (10 2)  (6 3)  (11 4)  (12 5)  (6 7)]),1.1538461538461535,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(3 0)  (8 0)  (7 1)  (9 1)  (0 2)  (1 2)  (10 2)  (1 3)  (6 3)  (7 4)  (11 4)  (0 5)  (1 5)  (12 5)  (6 7)]),6,[8][9][10][6][11][12],([0  1  2  3  4  5  7]  [(3 0)  (7 1)  (0 2)  (1 2)  (1 3)  (7 4)  (0 5)  (1 5)]),1,2.0,[0][1][2][3 7][4][5],1.1428571428571428,3500,16,1,0.9956876330154082,13,7,5
0,8.333333333333334,3.0,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(8 0)  (5 1)  (9 2)  (10 3)  (11 4)  (12 6)  (8 7)]),1.0769230769230769,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(1 0)  (8 0)  (5 1)  (1 2)  (9 2)  (0 3)  (7 3)  (10 3)  (3 4)  (7 4)  (11 4)  (0 6)  (12 6)  (8 7)]),6,[8][5][9][10][11][12],([0  1  2  3  4  6  7]  [(1 0)  (1 2)  (0 3)  (7 3)  (3 4)  (7 4)  (0 6)]),1,2.0,[0 7][1][2][3][4][6],1.0,2000,16,1,0.991770186808623,13,7,4
0,6.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (5 1)  (7 2)  (8 3)  (6 4)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(6 0)  (0 1)  (5 1)  (0 2)  (7 2)  (2 3)  (4 3)  (8 3)  (2 4)  (6 4)]),4,[6][5][7][8],([0  1  2  3  4]  [(0 1)  (0 2)  (2 3)  (4 3)  (2 4)]),1,2.0,[0 4][1][2][3],1.0,1000,8,1,0.997333304622262,9,5,4
0,9.0,3.0,([0  1  2  3  4]  [(0 1)  (2 3)  (2 4)]),1.2,([0  1  2  3  4]  [(0 1)  (1 3)  (2 3)  (4 3)  (1 4)  (2 4)]),2,[0][2],([1  3  4]  [(1 3)  (4 3)  (1 4)]),1,2.0,[1][3 4],1.0,2500,16,1,0.9808234082569866,5,3,3
0,13.333333333333334,3.0,([0  1  2  3  4  5  6  7]  [(2 0)  (2 1)  (4 3)  (4 5)  (7 6)]),1.5,([0  1  2  3  4  5  6  7]  [(2 0)  (0 1)  (2 1)  (5 1)  (0 3)  (4 3)  (5 3)  (0 5)  (4 5)  (1 6)  (5 6)  (7 6)]),3,[2][4][7],([0  1  3  5  6]  [(0 1)  (5 1)  (0 3)  (5 3)  (0 5)  (1 6)  (5 6)]),1,2.0,[0 1][3 5][6],1.4,1000,16,1,0.9961394110360008,8,5,5
0,8.0,3.0,([0  1  2  3  4  5  6  7  8]  [(0 1)  (6 2)  (7 3)  (8 4)  (0 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(0 1)  (3 2)  (6 2)  (1 3)  (5 3)  (7 3)  (1 4)  (3 4)  (8 4)  (0 5)]),4,[0][6][7][8],([1  2  3  4  5]  [(3 2)  (1 3)  (5 3)  (1 4)  (3 4)]),1,2.0,[1 5][2][3][4],1.0,1000,16,1,0.9955741875755092,9,5,5
0,8.0,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 1)  (0 2)  (8 3)  (9 4)  (10 5)  (0 6)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(5 1)  (7 1)  (0 2)  (2 3)  (6 3)  (8 3)  (1 4)  (5 4)  (9 4)  (2 5)  (10 5)  (0 6)  (2 6)  (5 6)]),5,[0][7][8][9][10],([1  2  3  4  5  6]  [(5 1)  (2 3)  (6 3)  (1 4)  (5 4)  (2 5)  (2 6)  (5 6)]),1,2.0,[2 6][1][3][4][5],1.3333333333333333,1500,16,1,0.9959578355883472,11,6,5
0,8.0,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 1)  (0 2)  (8 3)  (9 4)  (10 5)  (0 6)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(5 1)  (7 1)  (0 2)  (2 3)  (6 3)  (8 3)  (1 4)  (5 4)  (9 4)  (2 5)  (10 5)  (0 6)  (2 6)  (5 6)]),5,[0][7][8][9][10],([1  2  3  4  5  6]  [(5 1)  (2 3)  (6 3)  (1 4)  (5 4)  (2 5)  (2 6)  (5 6)]),1,2.0,[2 6][1][3][4][5],1.3333333333333333,1500,16,1,0.9959578355883472,11,6,5
0,12.8,3.0,([0  1  2  3  4  5  6  7  8  9  10  11]  [(5 0)  (4 1)  (5 2)  (9 3)  (4 6)  (10 7)  (11 8)]),1.25,([0  1  2  3  4  5  6  7  8  9  10  11]  [(5 0)  (4 1)  (5 2)  (6 2)  (2 3)  (7 3)  (9 3)  (0 6)  (4 6)  (0 7)  (2 7)  (10 7)  (1 8)  (6 8)  (11 8)]),5,[5][4][9][10][11],([0  1  2  3  6  7  8]  [(6 2)  (2 3)  (7 3)  (0 6)  (0 7)  (2 7)  (1 8)  (6 8)]),1,2.0,[0 2][1 6][3][7][8],1.1428571428571428,2000,16,1,0.9816981779658164,12,7,4
0,4.0,2.0,([0  1  2  3  4]  [(2 0)  (3 1)  (2 4)]),1.0,([0  1  2  3  4]  [(2 0)  (4 0)  (0 1)  (3 1)  (2 4)]),2,[2][3],([0  1  4]  [(4 0)  (0 1)]),1,1.0,[0 4][1],0.6666666666666666,2000,4,1,0.9900168745149768,5,3,3
0,10.666666666666666,3.0,([0  1  2  3  4  5  6]  [(5 0)  (4 1)  (4 2)  (6 3)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(1 0)  (5 0)  (4 1)  (0 2)  (3 2)  (4 2)  (0 3)  (6 3)]),3,[5][4][6],([0  1  2  3]  [(1 0)  (0 2)  (3 2)  (0 3)]),1,2.0,[0][1 2][3],1.0,5000,24,1,0.915722422986184,7,4,4
0,6.285714285714286,,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14]  [(10 1)  (11 3)  (12 4)  (2 5)  (13 6)  (0 7)  (2 8)  (14 9)]),1.0666666666666669,([0  1  2  3  4  5  6  7  8  9  10  11  12  13  14]  [(7 1)  (10 1)  (7 3)  (11 3)  (5 4)  (12 4)  (2 5)  (8 5)  (1 6)  (13 6)  (0 7)  (2 8)  (9 8)  (3 9)  (6 9)  (14 9)]),7,[0][10][2][11][12][13][14],([1  3  4  5  6  7  8  9]  [(7 1)  (7 3)  (5 4)  (8 5)  (1 6)  (9 8)  (3 9)  (6 9)]),1,,[7][1][5 8][3][4][6][9],1.0,1000,16,1,0.9914298996712368,15,8,4
0,5.5,3.0,([0  1  2  3  4  5  6  7  8]  [(6 1)  (7 2)  (8 3)  (0 4)  (0 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(5 1)  (6 1)  (1 2)  (5 2)  (7 2)  (1 3)  (8 3)  (0 4)  (1 4)  (5 4)  (0 5)]),4,[0][6][7][8],([1  2  3  4  5]  [(5 1)  (1 2)  (5 2)  (1 3)  (1 4)  (5 4)]),1,2.0,[4 5][1][2][3],1.2,2000,8,1,0.9933356092221384,9,5,5
0,4.666666666666667,,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(8 0)  (9 1)  (10 2)  (7 3)  (7 4)  (11 5)  (12 6)]),1.1538461538461535,([0  1  2  3  4  5  6  7  8  9  10  11  12]  [(1 0)  (8 0)  (5 1)  (6 1)  (9 1)  (4 2)  (10 2)  (2 3)  (4 3)  (7 3)  (7 4)  (3 5)  (11 5)  (2 6)  (12 6)]),6,[8][9][10][7][11][12],([0  1  2  3  4  5  6]  [(1 0)  (5 1)  (6 1)  (4 2)  (2 3)  (4 3)  (3 5)  (2 6)]),1,,[0][1][2][3 4][5][6],1.1428571428571428,1000,8,1,0.9655019303315298,13,7,4
0,7.2,,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (4 1)  (8 2)  (4 3)  (9 5)  (10 6)]),1.3636363636363635,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (7 0)  (4 1)  (3 2)  (5 2)  (8 2)  (0 3)  (1 3)  (4 3)  (1 5)  (9 5)  (0 6)  (2 6)  (3 6)  (10 6)]),5,[7][4][8][9][10],([0  1  2  3  5  6]  [(1 0)  (3 2)  (5 2)  (0 3)  (1 3)  (1 5)  (0 6)  (2 6)  (3 6)]),1,,[0][1 3][2][5][6],1.5,1000,16,1,0.9517189421178176,11,6,5
0,10.0,3.0,([0  1  2  3  4  5]  [(5 1)  (5 2)  (0 3)  (0 4)]),1.1666666666666667,([0  1  2  3  4  5]  [(3 1)  (5 1)  (1 2)  (3 2)  (5 2)  (0 3)  (0 4)]),2,[0][5],([1  2  3  4]  [(3 1)  (1 2)  (3 2)]),1,2.0,[3 4][1 2],0.75,1000,16,1,0.9808092807133516,6,4,3
0,6.4,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (8 2)  (9 3)  (1 4)  (1 5)  (10 6)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(5 0)  (7 0)  (3 2)  (6 2)  (8 2)  (6 3)  (9 3)  (1 4)  (5 4)  (1 5)  (0 6)  (5 6)  (10 6)]),5,[7][1][8][9][10],([0  2  3  4  5  6]  [(5 0)  (3 2)  (6 2)  (6 3)  (5 4)  (0 6)  (5 6)]),1,2.0,[0][4 5][2][3][6],1.1666666666666667,1000,16,1,0.9961407633658456,11,6,5
0,4.5,2.0,([0  1  2  3  4  5  6  7  8]  [(6 1)  (7 2)  (0 3)  (8 4)  (0 5)]),1.0,([0  1  2  3  4  5  6  7  8]  [(3 1)  (6 1)  (3 2)  (7 2)  (0 3)  (3 4)  (8 4)  (0 5)  (2 5)]),4,[0][6][7][8],([1  2  3  4  5]  [(3 1)  (3 2)  (3 4)  (2 5)]),1,1.0,[3 5][1][2][4],0.8,2000,6,1,0.9986457881412776,9,5,4
0,6.666666666666667,3.0,([0  1  2  3  4  5  6]  [(0 1)  (5 2)  (6 3)  (0 4)]),1.2857142857142858,([0  1  2  3  4  5  6]  [(0 1)  (1 2)  (3 2)  (5 2)  (1 3)  (6 3)  (0 4)  (1 4)  (3 4)]),3,[0][5][6],([1  2  3  4]  [(1 2)  (3 2)  (1 3)  (1 4)  (3 4)]),1,2.0,[1 4][2][3],1.25,1000,8,1,0.988652000312529,7,4,4
0,12.666666666666666,,([0  1  2  3  4  5  6  7]  [(0 2)  (1 3)  (7 4)  (1 5)  (0 6)]),1.25,([0  1  2  3  4  5  6  7]  [(0 2)  (6 2)  (1 3)  (2 4)  (7 4)  (1 5)  (2 5)  (4 5)  (0 6)  (3 6)]),3,[0][1][7],([2  3  4  5  6]  [(6 2)  (2 4)  (2 5)  (4 5)  (3 6)]),1,2.0,[2 6][3 5][4],1.0,3000,24,1,0.995713908844206,8,5,4
0,4.5,2.0,([0  1  2  3  4  5  6  7  8]  [(6 1)  (7 2)  (0 3)  (8 4)  (0 5)]),1.0,([0  1  2  3  4  5  6  7  8]  [(3 1)  (6 1)  (3 2)  (7 2)  (0 3)  (3 4)  (8 4)  (0 5)  (2 5)]),4,[0][6][7][8],([1  2  3  4  5]  [(3 1)  (3 2)  (3 4)  (2 5)]),1,1.0,[3 5][1][2][4],0.8,2000,6,1,0.9986457881412776,9,5,4
0,14.0,3.0,([0  1  2  3  4  5  6]  [(3 1)  (6 2)  (0 4)  (0 5)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(3 1)  (4 2)  (6 2)  (0 4)  (1 4)  (0 5)  (1 5)  (2 5)]),3,[0][3][6],([1  2  4  5]  [(4 2)  (1 4)  (1 5)  (2 5)]),1,2.0,[4 5][1][2],1.0,1500,36,1,0.9961858816337372,7,4,3
